"Turkcell kadar boktan bi operatör görmedim","olumsuz"
"Turkcell fiyat olarak geçirmeyi çok iyi biliyorsun ama hala internet bağlantın leş","olumsuz"
"İnternet paketim dogum günümde bitiyormus ulan Turkcell yine yaptın yapacagını","olumsuz"
"Turkcell kadar kazıkçı bi hat yok","olumsuz"
"Turkcell den bi türlü kurtulamadık abi","olumsuz"
"Turkcell Allah seni bildiği gibi yapsin kampanyalarinla ilgilenmiyorum sırf bu yuzden de hattimi taşıyacam.zaten internetin de cekmiyor","olumsuz"
"Ben Turkcell kadar kazıkçısını görmedim","olumsuz"
"Ayıp ettin turkcell","olumsuz"
"Gözün çıksın turkcell! O parayı sana netin çekmesin diye mi bayıldım","olumsuz"
"Turkcell reklamındaki gençleri gördükçe gençliğimden utanıyorum lan","olumsuz"
"İnternet paketine söveyim turkcell","olumsuz"
"Avea çekmiyor, Vodafone da tarife yok, Turkcell kazık. Pttcell mi olsam acep lan","olumsuz"
"96kbps hızda internet mi olur turkcell allahsız felan mısın","olumsuz"
"Turkcell sömüre sömüre bi şey bırakmadın be bizde","olumsuz"
"Turkcell bile çekmiyor arkadaş deli etti yada yoğunluk mu var neci","olumsuz"
"Turkcell itina ile 3 gecedir bana sıkıntı yaratıp duruyorsun yeminle canımı sıkıyorsun he","olumsuz"
"RTE den bana bayram mesajı geldiği için turkcell i kınıyorum. Çok pis kınıyorum hem de","olumsuz"
"Turkcell çok yavşaksın","olumsuz"
"Çok utanıyorum ama itiraf edeyim.o mesaj az önce bana da geldi. Turkcell i yarın bırakıyorum","olumsuz"
"Turkcell sarı kutudan migros sanal market çeki almayın, şifreyi yollamıyorlar, rezillik","olumsuz"
"Turkcell yedi sülalene sövdüm amk","olumsuz"
"Turkcell Allah bin belani versin","olumsuz"
"Sakin su Turkcell'in Winn'indan kullanmayin, hem her yerde iyi cekmiyor, hem de sozlesmeyi iptal ettirene kadar canim ciktı","olumsuz"
"Turkcell 11 ay boyunca kazıklıyor ramazanda da millet hattını taşımasın diye böyle yapıyor","olumsuz"
"Turkcell den yine kazik yedik. Artik bu son idi. Vodafone a geciyorum ben","olumsuz"
"Turkcell ile yollarımızı ayırdık mutluyum","olumsuz"
"Turkcell'den nefret ediyorum","olumsuz"
"yıllardır turkcell bizi kazıklıyodu sonunda avea dayanamadı bize kucak açtı","olumsuz"
"Şerefsiz turkcell, daha yeni getiriyorlar turkcell'e o kadar bekledim sony xperia z2 yi daha yeni geldi amk. Bu akşam iyi sövdüm size","olumsuz"
"off of ömrümü yedin turkcell","olumsuz"
"Turkcell ne şerefsizsin","olumsuz"
"Turkcell de ayrı bi şerefsiz yeminle","olumsuz"
"Allah belanı versin turkcell inşallah iflas edersiniz","olumsuz"
"Her yerde çekiyorsun fakat fena geçiriyorsun Turkcell","olumsuz"
"O değil de bugün kerim turkcell den fena kazık yedi","olumsuz"
"Turkcell turbo İnternet'e sakın geçmeyin, çevirmeli ağı mumla ararsınız, berbat ötesi bağlantı hızı var","olumsuz"
"Turkcell'deki bu net kopması beni deli ediyor. Havadandır havadan","olumsuz"
"Kandil diye kilitlenirsin, deprem olur titrersin,gecirdin mi on numara geçirirsin,lan turkcell Allah belanı versin","olumsuz"
"Bu şerefsiz turkcell her seferinde internet paketimin bittiğini haber vermiyor ve bakiyemden yiyor. Bildiğin hırsızlık amacı -8e düşürmek","olumsuz"
"Allahım konturumu yedi sms yapmadı oc turkcell","olumsuz"
"Turkcell avea vodafone reklamlarından irite oldum arkadaş, biz size neden para veriyoruz? En ufak depremde hatlar kesilsin diye mi","olumsuz"
"Bu turkcell telefonlarının başına buyruk tavırları da ayrı bi sinir bozucu","olumsuz"
"Çok pahalısın be turkcell","olumsuz"
"7 yıllık turkcellli hayat bitti. Allah belanı versin turkcell","olumsuz"
"Turkcell nefretimi kazandı bu sefer","olumsuz"
"Artık vodafone'a gecmem lazim turkcell bıktırdın beni","olumsuz"
"Evin bi yerinde internet çekmez, bi yerinde telefon zaten hiç çekmez. Başlıycam Turkcell'den de onun çekim gücünden de","olumsuz"
"Hayat kazıklarla dolu.Bkz.Son turkcell faturam 70 lira.Kredi kartımın bloke ettiği rakam 100 lira.Sorunların yarattığı stres paha biçilemez","olumsuz"
"O değilde Turkcell çok masraflı","olumsuz"
"Turkcell tam bir sömürge sirketi","olumsuz"
"Devlet dinlenme korkusu olmadan gizli bir toplantı yapmak isterse benim eve gelsin Turkcell bile çekmiyor..","olumsuz"
"Turkcell 3G bu saatte felaket yavaş.. Hayrola? @turkcellhizmet @turkcell","olumsuz"
"Bugun de turkcell in bana attigi kaziklara agladim iste ama hayat devam ediyor","olumsuz"
"Onca zamandan sonra beni bu gece şair yaptınız ya helal. Tüm küfürlerim turkcell ve hayata","olumsuz"
"Turkcell bana mesaj atmasın baska bı sey ıstemıyorum duygularımla oynuyor serefsız","olumsuz"
"Turkcell tamam sana uyuz olduğum doğru da hattımı iptal etmeyeydin eyiydi.","olumsuz"
"Berbat reklam turkcell","olumsuz"
"Turkcell yedin bitirdin beni be askerde yapma hic olmazsa","olumsuz"
"627 tl turkcell faturası yatırdım yuh ki ne yuh","olumsuz"
"Odemeye her gittigim de sorunla karsilastigim bi turkcell ve odemeyi gerceklestiremedigim bi telefon faturam var","olumsuz"
"Kazıkla turkcell kazıklaaa. Yarın ilk iş numarayı taşımıyomuyum","olumsuz"
"Turkcell kadar başarısız bi internette görmedim","olumsuz"
"Yemin ediyorum Turkcell benden kestiği paralarla zengin oldu","olumsuz"
"Allahsız turkcell bi oğrenciden 194 tl fatura parasi alinirmi lan Allahin yokmu senin. İcim yaniyo icim","olumsuz"
"Lan bu turkcell mal mi? Smsi 33kurusa atti","olumsuz"
"Nalet Turkcell Nalet","olumsuz"
"Sonunda turkcell eziyetinden kurtuluyorum allaaam","olumsuz"
"Turkcell reklamlarından dolayı operatörümden utanıyorum","olumsuz"
"Turkcell senin Allah belanı versin","olumsuz"
"Internet hızına sokayım Turkcell","olumsuz"
"Turkcell bizim tuvalette internetin cekmiyor","olumsuz"
"Turkcell senin ağzına etsinler, sevgililerin ayrılma sebebi olacaksın","olumsuz"
"Turkcell'den hiç memnun değilim iptal ettiresim var","olumsuz"
"Aklın yolu birdir yavşak Turkcell'in ismi var diye aldanmayın Avea on numara kısa zaman sonra geçiyorum en azından abonelerini koparmiyo","olumsuz"
"sabriyide reklamda oynatttın ya allah belanı versin turkcell","olumsuz"
"Sabri reyiz ile ilgili onlarca guzel reklam cekilebilirken turkcell gibi bi marka dunyanin en mal reklamini cekti","olumsuz"
"Sonunda kurtuldum turkcellden fakyu turkcell","olumsuz"
"Turkcell kadar boktan bir operatör olamaz !! Turkcell'e geçtiğim güne lanet olsun","olumsuz"
"TURKCELL ALLAH BELANİ VERSİN !!!! Evet versin yaa fatura odeniyor 1 hafta bitiyo ek paket var hala internet kisitlaniyor !!!!!! Bu ne yaa","olumsuz"
"Sen turkcellsin lan turkcell senin çekmeme gibi bi lüksün yok","olumsuz"
"Lanet olsun sana turkcell!!! 10 günde hem 500 mb netimi bitirip hemde iki katı fatura yollandın bana.Allah sizin evinize ateş düşürsün","olumsuz"
"Arkadaşlar turkcell 4 falan çekmiyo. Hiç çekmiyor hatta","olumsuz"
"Sömürdün bizi turkcell","olumsuz"
"Turkcell reklamlari saçma ötesi sadece çalışanlarıyla duygu sömürüsü yapıyo","olumsuz"
"Yemin ederim bıktım senden turkcell","olumsuz"
"Allah internet hızımı düşüren Turkcell'e ateşler salsın","olumsuz"
"Gece gece turkcell 'e sövme keyfii","olumsuz"
"Turkcell mesajları geç iletiyorsa bu benim suçum mu","olumsuz"
"Turkcell'in duygu sömürülü bol aglamaklı reklamlarından sıkılmadık mı","olumsuz"
"Coca cola'yla Turkcell'in reklamları resmen insanları duygularından vurmak için var","olumsuz"
"Kız Turkcell, Allah umutlarını sinende bıraksın, ocağına ateşler salsın e mi, böyle fatura olur mu laayynn","olumsuz"
"Turkcell kadar mal bir operatör tanımıyorum ayar etti beni sabahtan beri","olumsuz"
"Allah bu kapitalist dünyanın belasini versin. Turkcell,vodafone hepsi soyguncu. Hizmet SİFİR","olumsuz"
"Turkcell senin Allah belanı versin bok gibi internet paketi yapmışsın","olumsuz"
"Hayır turkcell ben sana sövmekten bıktım sen sövülmekten bıkmadın","olumsuz"
"Telefon nete o kada yavaş baglanıyo kı atcagım twıtı unuttum allahın yok mu lan turkcell","olumsuz"
"Bi film izleyecektim burnumdan getirdin Turkcell.","olumsuz"
"Turkcell reklamlari çok salak","olumsuz"
"yarın gidiyim de Avea' ya geçiyim Turkcell' den hayır yok artık","olumsuz"
"Devlet bir turkcell iki hırsızlıkta yarışıyorlar birbirleriyle","olumsuz"
"Bu turkcell kadar hırsız görmedim","olumsuz"
"Bu, Turkcell. Bugünde insanların duygularını sömüren saçma sapan bir reklam filmi yayınladı","olumsuz"
"turkcell ne kadar sacma salak reklam yapmaa basladıı yaa","olumsuz"
"Turkcell yine yaptı yapacağını","olumsuz"
"turkcell lanet olsun cok kaziksin amk","olumsuz"
"Allah belani versin Turkcell","olumsuz"
"Sırf dk sı 70 kuruş diye sesli mesajımı dinleyemiyorum. Kahrolsun fakirlik,kahrolsun turkcell","olumsuz"
"Hasstırr ya internet paketim bitti whatsapp da kapandı. Lanet olsun bu hayat lanet olsun Turkcell","olumsuz"
"Turkcell maxiplus5 alacak veya düşünen varsa vazgeçsin çok berbat bişy taksiti var diye kıramoyrm yoksa duvara yapştırıcam","olumsuz"
"Turkcell saçma saçma mesajları atmayı kesermisin lütfen","olumsuz"
"Turkcell sanirim suan Yesilkoy'de bizim eve ugramiyor. Babam ve benim telefonumda servis yok diyor","olumsuz"
"Turkcell beni sesimden tanır. Turkcell beni sesimden tanır. Turkcell beni eeee allah belanizi versin ya","olumsuz"
"Bugünün bütün bedduaları turkcell internete gelsin , çıldırttın beni delirttin kafayı yedirttin","olumsuz"
"turkcell kadar para düşkünü ve dolandırıcı bir operatör daha yok. yaşasın avea","olumsuz"
"Turkcell reklamında yayvan yayvan konuşan bebeyi duyunca sinirleri tepesine çıkan bir ben miyim yaa","olumsuz"
"Turkcell lanet olsun sana ya","olumsuz"
"la bu turkcell canı sıkıldıkça paramı alıyor bıktım la sizden","olumsuz"
"Turkcell , Vodafone, Avea boşuna reklam yapıyolar çünkü bizim köyde hiç biriside çekmiyor","olumsuz"
"Bu bodrumda neden turkcell interneti yavas avea bile daha iyi çekiyo yaziklar olsun turkcell","olumsuz"
"Su turkcell reklami ne kadar salakca lan anlamini bilmiyor yazilisini biliyor adam","olumsuz"
"Turkcell kadar kazık bir hat daha yok","olumsuz"
"Turkcell kurumsal musteri temsilcisinin babamla imtihani, adam geldigine gelecegine pisman oldu","olumsuz"
"Nefret ederek kullandığım 3 şey; Babet çorabı, streç film, turkcell.","olumsuz"
"kazık turkcell","olumsuz"
"Turkcell annen ölsün yaa","olumsuz"
"İnternetin yavaşlığı gözlerimi dolduruyo turkcell","olumsuz"
"Bir ton para veriyorum adam gibi çekmiyor. Ya biraz daha verip turkcell keyfini süreceğim ya da avea'ya geçip daha az paraya rezil olacağım!","olumsuz"
"Turkcell Allah belanı versin, bu gün gazete okuyamadım, sosyal ağlara giriş işkence oldu, zaten dengesizim biri ile uğraşıyorum","olumsuz"
"Turkcell kadar iğrenç bir operatör yok","olumsuz"
"Turkcell'in reklamları beni küçük çocuklardan soğutuyor","olumsuz"
"Turkcell kadar şerefsiz varmıya tl yüklendiğini internet paketinin yenilenmesinden anlıyorum tl yi görünce hemen alıyo","olumsuz"
"Turkcell bildiğin adam soyuyor yaa yok böyle bişey başka bir operatöre geçmem an meselesi yeter sömürdükler","olumsuz"
"Turkcell çözüm getirmedin, bari müşteri hizmetlerinden para alma.","olumsuz"
"'Turkcell beni sesimden tanır' derken kendimi dünyanın en mal insanıymış gibi hissediyorum.","olumsuz"
"bu turkcell reklamlarındaki insanlar gerçekten bu kadar gerizekalı mı acaba","olumsuz"
"Ah Turkcell ah, beni bu şapşal uygulamalarınla hergün biraz daha Vodafone'un kollarına ittiğini bilsen bunca duyarsız olur muydun","olumsuz"
"80 tl cepfaturasi mi olur hani hayat paylasinca guzeldi. Allah belani versin turkcell","olumsuz"
"Turkcell gibi diğerleri de çağrı merkezini arayıp da müşteri temsilcisi ile konuştuğumuzda ücretlendiriyor mu,yoksa Turkcell usulü kazık mı","olumsuz"
"ŞU TURKCELL REKLAMLARINI İZLEDİKÇE GENÇLİĞİMDEN UTANIYORUM AQ","olumsuz"
"Turkcell'e bayıldığım paralar haram olsun lan","olumsuz"
"Son gelen turkcell telefon faturasindan sonra vodafonea gecmek sart oldu. Brand loyaltyde bi yere kadar ama","olumsuz"
"Turkcell reklamlarindaki o kucuk kizi alip bogabilirim","olumsuz"
"Digiturk, ttnet ve turkcell iptallerine doğru yol alıyorum.. Değişim güzeldi","olumsuz"
"Şu turkcell ve freezone reklamları çıkınca geçliğimden utandığım doğrudur","olumsuz"
"Turkcell tarafindan kaziklanmam disinda, cok guzel bi gun","olumsuz"
"Bi de her yerden çekiyomuş.Bak bak yalana bak.Odamdayım be Turkcell","olumsuz"
"her ay artan sms ve mms hakkimda haram olsun sana turkcell","olumsuz"
"Koskoca Silivri de telefon çekmiyor. Turkcell burayı teğet geçtiyse demek ki.","olumsuz"
"Vodafone'a geçtim, lanet olası Turkcell'den kurtuldum","olumsuz"
"Şu turkcell kadar şerefsiz yok. Facebook paketi alıyorum 2 dk sonra paketin yok diyo birde utanmadan paramı alıyo","olumsuz"
"Turkcell kadar yüzsüzünü de görmedim. Cevap vermedikçe daha çok mesaj atıyor","olumsuz"
"Yine turkcell reklamını izledim zarardayım hesap ortada kahrolsun turkcell #diren70milyon","olumsuz"
"Turkcell'ciğim, teknolojini ilerletecek çağı mı buldun gülüm? Batırdın beni aptal gerizekalı","olumsuz"
"turkcell'e dava açalım mesajlar iletilmiyor bu ne rezalettir","olumsuz"
"Sosyal paketim olduğuna rağmen 1 krs, 10 krs alıp kontürlerimi yiyen #Turkcell Allah belanı versin, en kısa zamanda Turkcelli bırakıcam","olumsuz"
"Turkcell paramı aldı paketi yapmadı şimdi saldırıcam","olumsuz"
"Turkcell senden nefret ediyorum","olumsuz"
"Sirf bu yuzden vodofondayim turkcell pismanliktir","olumsuz"
"Allah belani versin turkcell beni gec sulalemde 25 yasina basan insan yok","olumsuz"
"Hergün turkcell mesaj atıyor diye hattı mı vodafone yaptırdım salaklar farketmediler hala mesaj atıyorlar kontörleri gidiyor kafam yinezehir","olumsuz"
"Allah turkcell kere belani versin","olumsuz"
"Internet paketim olduğu halde neden paralarımı yiyosun, zalimsin turkcell","olumsuz"
"Kotasız internet istiyorum turkcell Allah belanı versin","olumsuz"
"Turkcell senin kadar serefsizini gormedim","olumsuz"
"Turkcell faturamı bir kabartıyor bir kabartıyor ayar oluyorum","olumsuz"
"Birde Turkcell'in çekim gücü vardı bok var","olumsuz"
"Vallahi yalan turkcell","olumsuz"
"o tl bu gecede gelmez ama faturaya yansırsa seni yaktım turkcell","olumsuz"
"Turkcell cevizlibağ ın göbeğinde tercüman sitesinde çekmiyor","olumsuz"
"eski telefon faturamın ödenmemiş 200 lira borcu varmış :/ turkcell ciğerimi yedin doymadınmı amk","olumsuz"
"Internet paketı yapıcaktım Turkcell 2 tl aldı lanet olsun yaa","olumsuz"
"Cahit Berkay'lı Turkcell reklamından iğreniyorum.Yok böyle iğrenç reklam ya resmen","olumsuz"
"Turkcell Cüzdan uygulaması tam bir felaket. Korkunç yavaş ve hatalı! Birde Nasıl reklamını yapıyor @Turkcell bu uygulamanın @turkcellcuzdan","olumsuz"
"Turkcell seni cok kotu parcalarim, kontorlerimi yemekten bikmadin amk","olumsuz"
"Sabah sabah turkcell 9 tane mesaj attii yuh be","olumsuz"
"Turkcell'in reklam ajansı gerçekten inanılmaz kötü","olumsuz"
"Turkcell Style den sonra Harlem Shake .. Turkcell reklamlarıda baydı yani","olumsuz"
"Turkcell Harlem Shake reklaminda saygi cercevesinde danseden gencler sinir bozucu","olumsuz"
"Harlem shake midir nedir hic izlememistim gerzek turkcell reklamlari yuzunden 3 kere izledimve su an kendimden nefret ediyorum","olumsuz"
"Turkcell işin foseptiğini çıkarmış artık...şimdi de Harlem Shake versiyon reklam yapmışlar lanet olsun","olumsuz"
"Turkcell in harlem Shake reklamını da gördüm ya artık beyinin bedava olduguna hakikaten inandım ne Salak sarki bu ya","olumsuz"
"turkcell bana hayatımın kazığını attı kontör yüklüyom anında bitiyor","olumsuz"
"@YSaltkalp bi sms için uğraşlarımız. Lanet olsun turkcell","olumsuz"
"Tl yükledim şerefsiz turkcell paramı aldı ben ne hayaller kurmuştum halbuki sms yapıcaktım","olumsuz"
